Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
19,No,Travel_Rarely,Research & Development,3,Below College,Medical,Medium,Female,High,1,Laboratory Technician,Medium,Single,1483,1,No,14,Excellent,Very High,None,1,3,3,1,0,0,0
40,No,Travel_Frequently,Research & Development,26,Bachelor,Medical,Medium,Female,High,2,Research Scientist,Medium,Divorced,5605,1,No,11,Excellent,Low,Basic,20,2,3,20,7,2,13
35,No,Travel_Rarely,Sales,1,Doctor,Marketing,High,Male,High,3,Sales Executive,Medium,Married,7295,1,No,13,Excellent,Low,Moderate,10,3,3,10,8,0,6
53,No,Travel_Rarely,Sales,6,College,Marketing,Medium,Male,High,2,Sales Representative,High,Married,2306,2,Yes,20,Outstanding,Very High,Basic,13,3,1,7,7,4,5
45,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,Medium,Male,High,2,Laboratory Technician,Medium,Divorced,2348,8,No,18,Excellent,High,Basic,20,2,1,17,9,0,15
32,No,Travel_Frequently,Sales,8,Bachelor,Marketing,Medium,Female,High,3,Sales Executive,Very High,Single,8998,1,No,14,Excellent,Very High,None,9,2,3,9,8,3,7
29,No,Non-Travel,Research & Development,1,Below College,Technical Degree,Very High,Male,High,2,Manufacturing Director,High,Married,4319,1,No,13,Excellent,Low,Basic,10,1,3,10,7,0,9
51,No,Travel_Rarely,Research & Development,7,Master,Medical,Medium,Male,Medium,2,Manufacturing Director,High,Married,6132,2,No,17,Excellent,High,None,10,2,3,1,0,0,0
58,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,Medium,Female,Medium,1,Research Scientist,Medium,Married,3346,4,Yes,20,Outstanding,Medium,Basic,9,3,2,1,0,0,0
40,No,Travel_Rarely,Sales,4,Master,Marketing,High,Male,Medium,3,Sales Executive,Very High,Married,10855,7,No,11,Excellent,Low,Basic,15,2,2,12,11,2,11
34,No,Travel_Frequently,Sales,2,Master,Marketing,High,Female,High,1,Sales Representative,High,Married,2231,6,No,18,Excellent,Very High,Basic,6,3,3,4,3,1,2
22,No,Travel_Rarely,Research & Development,19,Below College,Medical,High,Male,High,1,Research Scientist,Very High,Married,2323,1,No,24,Outstanding,Low,Moderate,2,6,3,2,2,2,2
27,No,Non-Travel,Research & Development,9,Bachelor,Medical,Very High,Male,High,1,Research Scientist,Medium,Divorced,2024,6,No,18,Excellent,Very High,Basic,6,1,1,2,2,2,2
28,No,Travel_Rarely,Research & Development,21,Bachelor,Medical,High,Male,High,1,Research Scientist,Very High,Married,2713,1,No,11,Excellent,High,Basic,5,2,1,5,2,0,2
57,No,Travel_Rarely,Research & Development,24,College,Life Sciences,High,Male,Very High,3,Healthcare Representative,Very High,Divorced,9439,3,Yes,16,Excellent,Medium,Basic,12,2,1,5,3,1,4
27,No,Non-Travel,Research & Development,3,Bachelor,Medical,High,Male,Medium,1,Research Scientist,High,Divorced,2566,1,Yes,15,Excellent,Very High,Basic,1,2,2,1,1,0,1
50,No,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,High,Female,High,5,Manager,Medium,Single,19926,3,No,15,Excellent,Medium,None,21,5,3,5,4,4,4
41,No,Travel_Rarely,Research & Development,14,Bachelor,Life Sciences,Low,Male,High,1,Research Scientist,High,Divorced,2451,4,No,12,Excellent,Low,Basic,13,2,3,9,8,1,8
30,No,Travel_Rarely,Sales,5,Bachelor,Life Sciences,Medium,Female,High,3,Sales Executive,Very High,Married,9419,2,No,12,Excellent,High,Basic,12,2,3,10,9,7,4
38,No,Travel_Rarely,Sales,1,Master,Life Sciences,Low,Female,Medium,2,Sales Executive,Very High,Single,8686,4,No,22,Outstanding,High,None,12,2,4,8,3,0,7
32,No,Travel_Rarely,Research & Development,6,Doctor,Life Sciences,High,Male,High,1,Research Scientist,High,Single,3038,3,No,20,Outstanding,Low,None,8,2,3,5,4,1,4
27,No,Travel_Rarely,Research & Development,17,Bachelor,Technical Degree,High,Male,High,1,Research Scientist,Medium,Married,3058,0,Yes,16,Excellent,Very High,Basic,6,3,2,5,2,1,1
19,Yes,Travel_Frequently,Sales,1,Below College,Technical Degree,High,Female,Low,1,Sales Representative,Low,Single,2325,0,No,21,Outstanding,Low,None,1,5,4,0,0,0,0
36,No,Travel_Frequently,Research & Development,3,College,Medical,Very High,Male,High,1,Laboratory Technician,Medium,Single,2088,4,No,12,Excellent,High,None,13,3,2,8,7,7,2
30,No,Non-Travel,Research & Development,9,Bachelor,Medical,High,Male,High,2,Laboratory Technician,Low,Divorced,3072,1,No,11,Excellent,High,Moderate,12,4,3,12,9,6,10
45,No,Travel_Rarely,Sales,4,College,Life Sciences,High,Female,High,2,Sales Executive,Low,Divorced,5006,4,Yes,11,Excellent,Low,Basic,9,3,4,5,4,0,3
56,No,Travel_Rarely,Research & Development,8,Bachelor,Life Sciences,High,Female,High,1,Research Scientist,Low,Divorced,4257,4,Yes,18,Excellent,High,Basic,19,3,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,High,Male,High,1,Research Scientist,Very High,Single,2500,0,No,14,Excellent,Low,None,4,2,4,3,1,0,2
19,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,Medium,Male,Medium,1,Laboratory Technician,Very High,Single,1102,1,No,22,Outstanding,High,None,1,3,2,1,0,1,0
46,No,Travel_Rarely,Sales,1,College,Marketing,Medium,Female,High,3,Sales Executive,Low,Divorced,10453,1,No,25,Outstanding,High,High,24,2,3,24,13,15,7
38,No,Travel_Rarely,Research & Development,9,College,Life Sciences,High,Female,High,1,Laboratory Technician,Very High,Single,2288,1,No,12,Excellent,High,None,2,3,3,2,2,2,1
31,No,Travel_Rarely,Research & Development,12,Below College,Medical,High,Female,High,1,Research Scientist,Very High,Married,3929,8,Yes,23,Outstanding,High,Basic,7,0,3,4,2,0,2
34,No,Travel_Rarely,Research & Development,27,College,Medical,Very High,Female,High,1,Research Scientist,Medium,Single,2311,2,No,15,Excellent,Very High,None,9,3,3,3,2,1,2
41,Yes,Travel_Rarely,Sales,20,College,Marketing,Medium,Female,High,1,Sales Representative,Medium,Single,3140,1,Yes,22,Outstanding,Very High,None,4,5,2,4,3,0,2
50,No,Travel_Rarely,Research & Development,1,Bachelor,Medical,High,Male,Medium,1,Laboratory Technician,High,Married,3690,2,No,15,Excellent,Very High,Basic,5,2,2,3,2,0,2
53,No,Travel_Rarely,Research & Development,13,College,Medical,Very High,Female,Very High,2,Manufacturing Director,Low,Divorced,4450,1,No,11,Excellent,High,Moderate,5,3,3,4,2,1,3
33,No,Travel_Rarely,Research & Development,14,Bachelor,Medical,Very High,Female,High,1,Research Scientist,Medium,Married,2756,1,No,13,Excellent,Very High,Basic,8,5,3,8,7,1,6
40,No,Travel_Rarely,Research & Development,4,Below College,Medical,Very High,Female,High,5,Manager,High,Married,19033,1,No,14,Excellent,Medium,Basic,21,2,3,20,8,9,9
55,No,Travel_Rarely,Research & Development,14,Master,Medical,High,Male,Very High,5,Research Director,Medium,Single,18722,8,No,11,Excellent,Very High,None,36,3,3,24,15,2,15
34,No,Travel_Frequently,Research & Development,2,Below College,Life Sciences,Very High,Male,Medium,2,Manufacturing Director,High,Married,9547,1,No,17,Excellent,High,None,10,2,2,10,9,1,9
51,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,Very High,Female,High,4,Healthcare Representative,Medium,Single,13734,3,No,18,Excellent,High,None,21,6,3,7,7,1,0
52,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,High,Male,Medium,5,Manager,High,Married,19999,0,No,14,Excellent,Low,Basic,34,5,3,33,18,11,9
27,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,Very High,Female,High,1,Research Scientist,Medium,Single,2279,1,No,16,Excellent,Very High,None,7,2,2,7,7,0,3
35,Yes,Travel_Rarely,Research & Development,23,College,Life Sciences,Medium,Male,Medium,2,Manufacturing Director,High,Married,5916,3,Yes,13,Excellent,Low,None,8,1,3,1,0,0,1
43,No,Non-Travel,Research & Development,7,Bachelor,Medical,Very High,Male,Very High,1,Research Scientist,Very High,Divorced,2089,4,No,14,Excellent,Very High,High,7,3,4,5,4,2,2
45,No,Non-Travel,Research & Development,2,College,Medical,Low,Male,Medium,4,Manager,Very High,Married,16792,9,No,23,Outstanding,Very High,Basic,22,1,3,20,8,11,8
37,No,Travel_Rarely,Research & Development,21,Bachelor,Life Sciences,Medium,Male,Very High,1,Research Scientist,Low,Married,3564,1,Yes,12,Excellent,Low,Basic,8,3,2,8,7,1,7
35,No,Travel_Frequently,Research & Development,2,Bachelor,Medical,Medium,Female,High,2,Laboratory Technician,Medium,Single,4425,5,No,11,Excellent,Very High,None,10,5,3,6,2,1,2
42,No,Non-Travel,Research & Development,21,College,Medical,High,Female,High,2,Manufacturing Director,High,Divorced,5265,2,No,16,Excellent,Medium,Basic,11,5,3,5,3,0,2
38,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,Very High,Male,High,2,Manufacturing Director,High,Married,6553,9,No,14,Excellent,Medium,None,14,3,3,1,0,0,0
38,No,Travel_Rarely,Research & Development,29,Bachelor,Technical Degree,Very High,Male,High,2,Manufacturing Director,Very High,Married,6261,3,No,18,Excellent,Low,Basic,9,3,1,7,7,1,7
27,No,Travel_Frequently,Research & Development,1,Below College,Technical Degree,High,Male,Medium,2,Manufacturing Director,Low,Married,4298,5,No,19,Excellent,High,Basic,6,1,3,2,2,2,0
49,No,Non-Travel,Research & Development,18,Master,Life Sciences,Very High,Male,High,2,Manufacturing Director,Very High,Divorced,6804,1,Yes,15,Excellent,Low,Moderate,7,0,3,7,7,1,7
34,No,Travel_Frequently,Research & Development,10,Master,Medical,Very High,Male,High,1,Research Scientist,High,Divorced,3815,1,Yes,17,Excellent,Very High,Basic,5,4,4,5,3,2,0
40,No,Travel_Rarely,Research & Development,19,College,Medical,High,Male,High,2,Laboratory Technician,Very High,Married,2741,8,Yes,15,Excellent,High,Basic,15,2,4,7,2,3,7
38,Yes,Travel_Rarely,Research & Development,29,Below College,Medical,Medium,Male,High,2,Healthcare Representative,Low,Married,6673,7,Yes,19,Excellent,Medium,None,17,2,3,1,0,0,0
29,Yes,Travel_Rarely,Sales,27,Bachelor,Marketing,Medium,Female,High,3,Sales Executive,Very High,Married,7639,1,No,22,Outstanding,Very High,High,10,3,2,10,4,1,9
22,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,Very High,Male,Very High,1,Research Scientist,Medium,Divorced,2328,1,Yes,16,Excellent,Low,Basic,4,2,2,4,2,2,2
36,No,Travel_Frequently,Research & Development,18,Below College,Medical,Medium,Female,High,1,Laboratory Technician,Very High,Single,2153,1,No,13,Excellent,Low,None,8,2,3,8,1,1,7
40,No,Non-Travel,Research & Development,9,Doctor,Life Sciences,Very High,Male,Medium,2,Healthcare Representative,Very High,Married,4876,9,No,14,Excellent,Very High,Basic,5,5,1,3,2,0,2
46,No,Travel_Rarely,Research & Development,1,Master,Medical,Very High,Male,High,3,Healthcare Representative,Low,Divorced,9396,7,No,16,Excellent,High,Basic,17,3,3,4,2,0,3
32,Yes,Travel_Rarely,Sales,4,Master,Medical,Very High,Male,Low,3,Sales Executive,Very High,Married,10400,1,No,11,Excellent,High,None,14,2,2,14,8,9,8
30,No,Non-Travel,Research & Development,1,Below College,Life Sciences,High,Male,Medium,3,Manufacturing Director,High,Single,8474,1,No,22,Outstanding,High,None,12,2,3,11,8,5,8
27,No,Travel_Frequently,Sales,20,Bachelor,Life Sciences,Very High,Female,High,2,Sales Executive,High,Single,9981,1,No,14,Excellent,Very High,None,7,2,3,7,7,0,7
51,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,Medium,Male,Medium,3,Research Director,Medium,Married,12490,5,No,16,Excellent,Very High,Moderate,16,5,1,10,9,4,7
30,Yes,Travel_Rarely,Research & Development,3,Bachelor,Technical Degree,Very High,Female,High,1,Research Scientist,Low,Single,2657,5,Yes,11,Excellent,High,None,8,5,3,5,2,0,4
41,No,Travel_Rarely,Sales,6,Bachelor,Life Sciences,Very High,Female,High,3,Manager,Very High,Single,13591,3,Yes,18,Excellent,High,None,16,3,3,1,0,0,0
30,Yes,Travel_Frequently,Sales,26,Master,Marketing,High,Female,Medium,2,Sales Executive,Low,Single,6696,5,No,15,Excellent,High,None,9,5,2,6,3,0,1
29,Yes,Travel_Rarely,Research & Development,1,Bachelor,Technical Degree,High,Male,High,1,Research Scientist,High,Single,2058,0,No,14,Excellent,Very High,None,7,1,2,6,2,1,5
45,No,Non-Travel,Sales,6,Bachelor,Medical,Very High,Female,Medium,3,Sales Executive,Very High,Single,8865,6,No,12,Excellent,Very High,None,23,2,3,19,7,12,8
54,No,Travel_Rarely,Sales,3,Bachelor,Marketing,Very High,Female,High,2,Sales Executive,Low,Married,5940,2,No,14,Excellent,Very High,Basic,16,4,3,6,2,0,5
36,No,Travel_Rarely,Research & Development,5,College,Life Sciences,Very High,Male,High,2,Laboratory Technician,Medium,Single,5914,8,No,16,Excellent,Very High,None,16,3,4,13,11,3,7
33,No,Travel_Rarely,Research & Development,4,Master,Medical,High,Female,Medium,1,Research Scientist,Medium,Married,2622,6,No,21,Outstanding,Very High,None,7,3,3,3,2,1,1
37,No,Travel_Frequently,Research & Development,11,Bachelor,Other,Medium,Male,High,3,Research Director,Very High,Divorced,12185,1,Yes,14,Excellent,High,High,10,1,3,10,8,0,7
38,No,Travel_Rarely,Sales,3,Bachelor,Life Sciences,Low,Male,High,3,Sales Executive,High,Divorced,10609,0,No,12,Excellent,High,Moderate,17,6,2,16,10,5,13
31,No,Non-Travel,Research & Development,1,Master,Medical,High,Male,Low,2,Manufacturing Director,High,Married,4345,0,No,12,Excellent,Very High,Basic,6,2,3,5,4,1,4
59,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,High,Male,Medium,1,Research Scientist,Very High,Married,2177,3,No,17,Excellent,Low,Basic,7,6,3,1,0,0,0
37,No,Travel_Frequently,Sales,4,Master,Marketing,Low,Male,High,1,Sales Representative,Very High,Divorced,2793,4,No,17,Excellent,High,Basic,13,2,3,9,8,5,8
29,No,Travel_Frequently,Sales,1,Below College,Medical,Medium,Female,High,3,Sales Executive,Very High,Married,7918,1,No,14,Excellent,Very High,Basic,11,5,3,11,10,4,1
35,No,Travel_Frequently,Sales,1,Bachelor,Marketing,High,Female,High,3,Sales Executive,High,Single,8789,1,No,14,Excellent,Low,None,10,3,4,10,7,0,8
29,Yes,Travel_Rarely,Research & Development,18,Below College,Medical,High,Male,Medium,1,Research Scientist,Very High,Single,2389,1,Yes,13,Excellent,High,None,4,3,2,4,3,0,1
52,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,High,Female,Medium,1,Laboratory Technician,Very High,Single,3212,7,No,15,Excellent,Medium,None,6,3,2,2,2,2,2
42,No,Travel_Rarely,Research & Development,4,College,Technical Degree,High,Male,High,5,Manager,Very High,Married,19232,1,No,11,Excellent,Very High,None,22,3,3,22,17,11,15
59,No,Travel_Rarely,Human Resources,6,College,Medical,Medium,Male,High,1,Human Resources,High,Married,2267,8,No,17,Excellent,Very High,None,7,2,2,2,2,2,2
50,No,Travel_Rarely,Sales,1,Master,Medical,Very High,Female,High,5,Manager,Very High,Divorced,19517,3,No,11,Excellent,High,Basic,32,3,2,7,0,0,6
33,Yes,Travel_Rarely,Research & Development,14,Bachelor,Medical,High,Male,High,1,Laboratory Technician,Very High,Married,2436,5,Yes,13,Excellent,High,Basic,8,2,1,5,4,0,4
43,No,Travel_Rarely,Sales,16,Bachelor,Marketing,Very High,Female,High,4,Manager,Very High,Married,16064,5,Yes,22,Outstanding,High,Basic,22,3,3,17,13,1,9
33,Yes,Travel_Rarely,Research & Development,2,College,Life Sciences,Low,Female,High,1,Laboratory Technician,Low,Married,2707,7,No,20,Outstanding,Low,None,13,3,4,9,7,1,7
52,No,Non-Travel,Sales,2,Master,Life Sciences,Low,Male,Medium,5,Manager,High,Single,19068,1,Yes,18,Excellent,Very High,None,33,2,4,33,7,15,12
32,No,Travel_Rarely,Sales,4,College,Life Sciences,High,Female,High,1,Sales Representative,Medium,Married,3931,2,No,11,Excellent,Low,Basic,6,5,3,4,3,1,2
32,Yes,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Very High,Male,Medium,1,Laboratory Technician,High,Single,3730,0,Yes,14,Excellent,Very High,None,4,2,1,3,2,1,2
39,No,Travel_Rarely,Research & Development,1,Master,Medical,High,Female,High,1,Laboratory Technician,High,Divorced,2232,7,No,14,Excellent,High,High,7,1,3,3,2,1,2
32,No,Non-Travel,Sales,26,Master,Marketing,High,Male,High,2,Sales Executive,Very High,Married,4465,0,No,18,Excellent,Low,None,4,2,3,3,2,2,2
41,No,Travel_Rarely,Research & Development,19,College,Life Sciences,High,Male,High,2,Research Scientist,Low,Divorced,3072,2,No,16,Excellent,Low,Moderate,17,2,2,1,0,0,0
40,No,Travel_Rarely,Research & Development,24,College,Technical Degree,Low,Male,High,2,Research Scientist,Very High,Divorced,3319,1,No,17,Excellent,Low,Moderate,9,3,3,9,8,4,7
45,No,Travel_Rarely,Research & Development,1,Bachelor,Other,High,Male,Very High,5,Manager,Very High,Married,19202,0,No,11,Excellent,High,Basic,25,2,3,24,0,1,7
31,No,Travel_Frequently,Research & Development,3,Master,Medical,Medium,Male,High,3,Research Director,High,Divorced,13675,9,No,12,Excellent,Low,Basic,9,3,3,2,2,2,2
33,No,Travel_Rarely,Research & Development,5,Master,Life Sciences,High,Female,Medium,1,Research Scientist,Very High,Married,2911,1,No,13,Excellent,High,Basic,2,2,2,2,2,0,2
34,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,Very High,Male,Medium,2,Manufacturing Director,Low,Married,5957,6,No,13,Excellent,Medium,Basic,13,3,3,11,9,5,9
37,No,Travel_Rarely,Research & Development,1,College,Medical,High,Female,Medium,1,Research Scientist,Low,Married,3920,2,No,14,Excellent,Low,Basic,17,2,2,3,1,0,2
45,No,Travel_Frequently,Research & Development,7,Master,Life Sciences,Low,Male,Very High,2,Manufacturing Director,High,Married,6434,4,No,17,Excellent,Very High,Basic,9,1,3,3,2,0,2
37,Yes,Travel_Frequently,Research & Development,10,Bachelor,Medical,Low,Male,High,3,Manufacturing Director,High,Divorced,10048,6,No,11,Excellent,Medium,Moderate,17,5,3,1,0,0,0
39,No,Travel_Frequently,Research & Development,2,Master,Technical Degree,High,Female,High,3,Healthcare Representative,High,Single,10938,0,No,25,Outstanding,Very High,None,20,1,3,19,6,11,8
29,No,Travel_Rarely,Research & Development,15,Bachelor,Life Sciences,High,Male,High,1,Research Scientist,Very High,Single,2340,1,No,19,Excellent,Low,None,6,1,3,6,5,1,5
42,No,Travel_Rarely,Research & Development,17,College,Life Sciences,Very High,Female,Very High,2,Research Scientist,Low,Single,6545,3,Yes,13,Excellent,High,None,10,1,3,3,2,0,2
29,No,Travel_Rarely,Sales,20,College,Marketing,Very High,Male,High,2,Sales Executive,Very High,Divorced,6931,2,No,14,Excellent,Very High,Basic,10,2,3,3,2,0,2
25,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,Low,Female,High,2,Manufacturing Director,High,Married,4898,0,No,12,Excellent,Very High,Moderate,5,3,3,4,2,1,2
42,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,Very High,Female,Medium,1,Laboratory Technician,Low,Divorced,2593,0,Yes,11,Excellent,High,Basic,10,4,3,9,6,7,8
40,No,Travel_Rarely,Research & Development,2,College,Medical,Low,Male,High,5,Research Director,High,Divorced,19436,0,No,19,Excellent,Very High,Basic,22,5,3,21,7,3,9
51,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,High,Male,High,1,Research Scientist,Very High,Married,2723,1,No,11,Excellent,Medium,None,1,0,2,1,0,0,0
31,Yes,Travel_Frequently,Research & Development,29,College,Medical,High,Male,Medium,1,Laboratory Technician,Medium,Single,3479,0,No,11,Excellent,Medium,None,6,2,4,5,4,1,4
32,No,Travel_Frequently,Research & Development,7,Bachelor,Life Sciences,Medium,Male,Very High,1,Laboratory Technician,Medium,Married,2794,1,No,20,Outstanding,High,None,5,3,1,5,1,0,3
38,No,Non-Travel,Sales,2,College,Life Sciences,Very High,Male,Medium,2,Sales Executive,Very High,Married,5249,3,No,18,Excellent,Very High,Basic,13,0,3,8,7,7,5
32,No,Travel_Rarely,Research & Development,2,Below College,Technical Degree,Very High,Male,Medium,2,Laboratory Technician,Low,Single,2176,4,No,13,Excellent,Very High,None,9,5,3,6,2,0,4
46,No,Travel_Rarely,Sales,2,Bachelor,Technical Degree,High,Female,Low,4,Manager,Medium,Married,16872,3,Yes,12,Excellent,Medium,Basic,28,2,2,7,7,7,7
28,Yes,Travel_Rarely,Research & Development,2,Master,Life Sciences,Low,Male,High,1,Laboratory Technician,High,Single,3485,2,No,11,Excellent,High,None,5,5,1,0,0,0,0
29,No,Travel_Rarely,Sales,2,Bachelor,Medical,Low,Male,Medium,2,Sales Executive,Medium,Married,6644,2,No,19,Excellent,Medium,Moderate,10,2,3,0,0,0,0
